sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,sim_id,master_seed,step,step_label,grid_size,ac_amount,fragmentation,samp_method,species_id,n
1,1537,31,37,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",572,1
2,755,16,5,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",615,1
2,755,16,5,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",752,1
2,755,16,5,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",760,1
3,1327,27,27,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
4,247,5,47,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",767,1
4,247,5,47,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",834,1
4,247,5,47,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",896,1
4,247,5,47,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",919,1
4,247,5,47,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",936,1
5,2116,43,16,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
6,1095,22,45,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
7,1065,22,15,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",175,1
7,1065,22,15,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",187,1
7,1065,22,15,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",216,1
7,1065,22,15,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",217,1
8,1746,35,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",505,1
9,123,3,23,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",317,1
9,123,3,23,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",321,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",93,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",100,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",117,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",141,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",145,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",154,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",162,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",192,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",199,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",219,1
10,817,17,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",271,1
11,584,12,34,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",481,1
12,1939,39,39,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",736,1
12,1939,39,39,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",816,1
12,1939,39,39,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",834,1
13,1083,22,33,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",364,1
13,1083,22,33,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",530,1
14,1497,30,47,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
15,246,5,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",791,1
15,246,5,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",814,1
16,892,18,42,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",342,1
17,379,8,29,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",370,1
18,1801,37,1,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",680,1
19,1344,27,44,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",643,1
20,1845,37,45,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",513,1
20,1845,37,45,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",543,1
21,364,8,14,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
22,665,14,15,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
23,17,1,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",317,1
23,17,1,17,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",440,1
24,2152,44,2,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",766,1
24,2152,44,2,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",794,1
25,1433,29,33,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
26,2320,47,20,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",272,1
26,2320,47,20,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",400,1
27,110,3,10,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
28,1812,37,12,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",462,1
29,859,18,9,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",NA,NA
30,2096,42,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",910,1
30,2096,42,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",922,1
30,2096,42,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",933,1
30,2096,42,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",975,1
30,2096,42,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",993,1
30,2096,42,46,1,2499,"25326645",121,0,"start",50,0.5,NA,"random",999,2
1,1039,21,39,1,2499,"25326645",121,40,"pre_fragmentation",50,0.5,NA,"random",197,1
1,1039,21,39,1,2499,"25326645",121,40,"pre_fragmentation",50,0.5,NA,"random",200,5
1,1039,21,39,1,2499,"25326645",121,40,"pre_fragmentation",50,0.5,NA,"random",211,1
1,1039,21,39,1,2499,"25326645",121,40,"pre_fragmentation",50,0.5,NA,"random",218,3
1,1039,21,39,1,2499,"25326645",121,40,"pre_fragmentation",50,0.5,NA,"random",220,1
1,1039,21,39,1,2499,"25326645",121,40,"pre_fragmentation",50,0.5,NA,"random",223,1
1,1039,21,39,1,2499,"25326645",121,40,"pre_fragmentation",50,0.5,NA,"random",229,4
