sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,sim_id,master_seed,step,step_label,grid_size,ac_amount,fragmentation,samp_method,species_id,n
1,141,3,41,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",320,1
1,141,3,41,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",328,1
1,141,3,41,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",368,1
2,331,7,31,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",451,1
3,806,17,6,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
4,295,6,45,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",671,1
5,1365,28,15,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",642,1
5,1365,28,15,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",674,1
6,1267,26,17,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
7,1452,30,2,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",434,1
7,1452,30,2,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",449,1
8,2072,42,22,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",389,1
9,1193,24,43,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",685,1
9,1193,24,43,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",709,1
9,1193,24,43,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",719,1
10,4,1,4,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",778,1
10,4,1,4,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",824,1
10,4,1,4,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",834,1
10,4,1,4,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",840,1
10,4,1,4,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",849,1
10,4,1,4,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",862,1
10,4,1,4,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",880,1
11,30,1,30,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
12,2382,48,32,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",678,1
12,2382,48,32,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",769,1
13,1229,25,29,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
14,2281,46,31,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",239,1
14,2281,46,31,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",247,1
15,1262,26,12,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
16,448,9,48,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
17,1474,30,24,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",486,1
17,1474,30,24,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",507,1
17,1474,30,24,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",545,1
18,1473,30,23,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
19,195,4,45,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",784,1
19,195,4,45,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",815,1
19,195,4,45,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",818,1
19,195,4,45,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",850,1
19,195,4,45,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",901,1
19,195,4,45,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",913,1
20,1791,36,41,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",537,1
21,280,6,30,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",300,1
21,280,6,30,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",303,1
21,280,6,30,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",415,1
22,1442,29,42,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",357,1
23,639,13,39,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
24,101,3,1,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
25,131,3,31,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",349,1
25,131,3,31,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",416,1
25,131,3,31,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",498,1
26,1772,36,22,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
27,1030,21,30,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",NA,NA
28,1393,28,43,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",281,1
28,1393,28,43,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",448,1
29,2379,48,29,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",697,1
29,2379,48,29,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",785,1
29,2379,48,29,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",812,1
29,2379,48,29,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",813,1
29,2379,48,29,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",859,1
30,162,4,12,1,2499,"25326637",113,0,"start",50,0.1,NA,"random",723,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",483,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",499,2
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",500,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",516,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",517,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",520,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",534,3
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",537,2
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",542,4
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",546,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",550,1
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",555,2
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",563,5
1,589,12,39,1,2499,"25326637",113,40,"pre_fragmentation",50,0.1,NA,"random",587,3
