sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,sim_id,master_seed,step,step_label,grid_size,ac_amount,fragmentation,samp_method,species_id,n
1,846,17,46,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",425,1
1,846,17,46,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",449,1
2,458,10,8,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",477,1
2,458,10,8,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",521,1
3,1678,34,28,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",NA,NA
4,1392,28,42,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",436,1
5,279,6,29,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",99,1
5,279,6,29,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",205,1
6,366,8,16,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",42,1
6,366,8,16,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",63,1
6,366,8,16,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",66,1
6,366,8,16,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",83,1
6,366,8,16,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",88,1
6,366,8,16,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",151,1
7,61,2,11,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",449,1
7,61,2,11,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",481,1
8,1003,21,3,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",697,1
9,2228,45,28,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",51,1
9,2228,45,28,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",151,1
9,2228,45,28,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",161,1
10,1230,25,30,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",335,1
10,1230,25,30,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",425,1
10,1230,25,30,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",484,1
11,1343,27,43,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",579,1
12,2035,41,35,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",170,1
12,2035,41,35,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",288,1
12,2035,41,35,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",314,1
13,1830,37,30,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",325,1
14,2198,44,48,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",NA,NA
15,2271,46,21,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",192,1
15,2271,46,21,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",227,1
16,1949,39,49,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",939,1
16,1949,39,49,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",976,1
16,1949,39,49,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",983,1
17,655,14,5,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",NA,NA
18,2018,41,18,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",482,1
19,39,1,39,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",146,1
19,39,1,39,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",213,1
19,39,1,39,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",245,1
19,39,1,39,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",301,1
20,1054,22,4,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",646,1
21,687,14,37,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",316,1
22,1828,37,28,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",NA,NA
23,248,5,48,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",717,1
24,253,6,3,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",636,1
25,1581,32,31,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",294,1
25,1581,32,31,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",387,1
26,750,15,50,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",529,1
27,299,6,49,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",550,1
28,1005,21,5,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",NA,NA
29,8,1,8,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",NA,NA
30,1017,21,17,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",707,1
30,1017,21,17,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",817,1
30,1017,21,17,1,2499,"25326650",126,0,"start",50,0.9,NA,"random",853,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",202,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",232,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",234,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",275,3
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",276,3
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",291,4
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",301,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",304,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",306,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",323,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",327,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",328,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",355,2
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",356,2
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",357,3
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",372,3
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",382,4
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",388,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",389,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",403,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",421,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",427,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",435,1
1,1930,39,30,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",436,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",259,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",296,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",352,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",409,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",422,4
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",446,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",451,3
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",465,4
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",470,2
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",489,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",493,2
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",503,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",512,2
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",545,3
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",549,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",550,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",559,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",561,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",565,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",566,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",574,2
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",586,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",590,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",607,1
2,1044,21,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",633,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",474,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",508,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",543,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",554,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",560,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",588,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",597,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",604,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",625,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",646,3
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",647,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",649,3
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",660,2
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",661,2
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",663,4
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",667,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",674,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",685,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",697,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",717,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",726,2
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",746,1
3,1767,36,17,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",773,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",479,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",488,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",509,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",514,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",517,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",525,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",534,3
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",546,4
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",558,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",560,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",564,2
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",585,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",586,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",589,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",593,2
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",604,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",606,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",611,3
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",619,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",620,1
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",631,2
4,2094,42,44,1,2499,"25326650",126,40,"pre_fragmentation",50,0.9,NA,"random",640,2
