sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,sim_id,master_seed,step,step_label,grid_size,ac_amount,fragmentation,samp_method,species_id,n
1,1927,39,27,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",187,1
1,1927,39,27,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",197,1
1,1927,39,27,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",201,1
1,1927,39,27,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",210,1
1,1927,39,27,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",218,1
1,1927,39,27,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",304,1
2,2440,49,40,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",813,1
2,2440,49,40,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",871,1
2,2440,49,40,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",900,1
3,324,7,24,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",774,1
4,554,12,4,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",633,1
4,554,12,4,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",673,1
4,554,12,4,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",678,1
5,832,17,32,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",NA,NA
6,2114,43,14,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",271,1
7,815,17,15,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",341,1
7,815,17,15,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",426,1
8,2172,44,22,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",357,1
8,2172,44,22,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",431,1
8,2172,44,22,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",493,1
9,1783,36,33,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",63,1
9,1783,36,33,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",149,1
10,1103,23,3,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",262,1
10,1103,23,3,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",334,1
11,1733,35,33,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",74,1
11,1733,35,33,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",82,1
12,1547,31,47,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",92,1
13,625,13,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",570,1
13,625,13,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",588,1
14,2073,42,23,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",436,1
15,125,3,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",618,1
15,125,3,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",635,1
15,125,3,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",672,1
15,125,3,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",701,1
15,125,3,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",763,1
15,125,3,25,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",774,1
16,172,4,22,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",552,1
16,172,4,22,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",566,1
16,172,4,22,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",594,1
16,172,4,22,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",601,1
17,573,12,23,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",528,1
17,573,12,23,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",632,1
18,878,18,28,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",NA,NA
19,935,19,35,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",649,1
19,935,19,35,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",758,1
20,1893,38,43,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",410,1
21,2471,50,21,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",523,1
21,2471,50,21,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",617,1
22,1229,25,29,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",202,1
22,1229,25,29,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",287,1
23,1094,22,44,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",302,1
24,1629,33,29,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",28,1
24,1629,33,29,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",33,1
24,1629,33,29,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",51,1
24,1629,33,29,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",147,1
24,1629,33,29,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",174,1
25,364,8,14,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",394,1
25,364,8,14,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",544,1
26,63,2,13,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",335,1
27,1678,34,28,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",97,1
27,1678,34,28,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",192,1
28,6,1,6,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",NA,NA
29,1740,35,40,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",123,1
29,1740,35,40,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",133,1
29,1740,35,40,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",139,1
29,1740,35,40,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",239,1
30,769,16,19,1,2499,"25326649",125,0,"start",50,0.9,NA,"random",NA,NA
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",358,1
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",378,1
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",400,2
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",407,2
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",408,2
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",412,2
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",415,2
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",418,1
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",423,1
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",429,2
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",432,1
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",438,1
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",443,1
1,360,8,10,1,2499,"25326649",125,40,"pre_fragmentation",50,0.9,NA,"random",455,1
