sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,sim_id,master_seed,step,step_label,grid_size,ac_amount,fragmentation,samp_method,species_id,n
1,1892,38,42,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
2,1321,27,21,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",753,1
2,1321,27,21,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",813,1
3,1332,27,32,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
4,1606,33,6,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",746,1
4,1606,33,6,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",850,1
5,2031,41,31,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
6,1395,28,45,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",460,1
7,2048,41,48,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",578,1
8,144,3,44,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
9,1727,35,27,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",923,1
10,603,13,3,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",451,1
11,1750,35,50,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",610,1
11,1750,35,50,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",671,1
12,2377,48,27,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
13,2308,47,8,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
14,13,1,13,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",598,1
14,13,1,13,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",622,1
15,652,14,2,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",509,1
15,652,14,2,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",556,1
15,652,14,2,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",557,1
15,652,14,2,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",564,1
15,652,14,2,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",574,1
16,211,5,11,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
17,2017,41,17,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",755,1
18,323,7,23,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",185,1
18,323,7,23,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",195,1
18,323,7,23,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",217,1
18,323,7,23,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",275,1
19,2005,41,5,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",575,1
19,2005,41,5,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",690,1
19,2005,41,5,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",743,1
20,1399,28,49,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",481,1
20,1399,28,49,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",510,1
21,2483,50,33,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",NA,NA
22,1673,34,23,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",797,1
22,1673,34,23,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",804,1
22,1673,34,23,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",913,1
23,568,12,18,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",176,1
23,568,12,18,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",322,1
23,568,12,18,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",344,1
24,659,14,9,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",404,1
24,659,14,9,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",428,1
25,2496,50,46,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",795,1
25,2496,50,46,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",858,1
25,2496,50,46,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",859,1
26,1290,26,40,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",303,1
27,2427,49,27,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",362,1
27,2427,49,27,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",402,1
28,1610,33,10,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",819,1
28,1610,33,10,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",880,1
29,1276,26,26,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",552,1
30,2206,45,6,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",516,1
30,2206,45,6,1,2499,"25326646",122,0,"start",50,0.7,NA,"random",586,1
1,2252,46,2,1,2499,"25326646",122,40,"pre_fragmentation",50,0.7,NA,"random",584,1
1,2252,46,2,1,2499,"25326646",122,40,"pre_fragmentation",50,0.7,NA,"random",602,2
1,2252,46,2,1,2499,"25326646",122,40,"pre_fragmentation",50,0.7,NA,"random",621,1
