sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,sim_id,master_seed,step,step_label,grid_size,ac_amount,fragmentation,samp_method,species_id,n
1,1477,30,27,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",307,1
2,1138,23,38,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",387,1
3,1486,30,36,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",319,1
4,792,16,42,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",409,1
4,792,16,42,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",501,1
5,593,12,43,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
6,2194,44,44,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
7,874,18,24,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
8,949,19,49,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
9,1575,32,25,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
10,729,15,29,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",682,1
10,729,15,29,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",710,1
10,729,15,29,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",747,1
10,729,15,29,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",748,1
11,1044,21,44,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",385,1
11,1044,21,44,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",511,1
12,2398,48,48,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
13,1493,30,43,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",509,1
13,1493,30,43,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",531,1
13,1493,30,43,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",561,1
14,1971,40,21,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",402,1
15,1801,37,1,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",572,1
16,307,7,7,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",155,1
16,307,7,7,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",190,1
17,2352,48,2,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",299,1
18,1581,32,31,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
19,1204,25,4,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",411,1
20,1266,26,16,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
21,1577,32,27,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",118,1
21,1577,32,27,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",122,1
22,859,18,9,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",338,1
22,859,18,9,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",400,1
23,316,7,16,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
24,2239,45,39,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",566,1
25,1002,21,2,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
26,2200,44,50,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",NA,NA
27,1725,35,25,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",271,1
27,1725,35,25,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",402,1
28,409,9,9,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",314,1
29,1269,26,19,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",534,1
30,1103,23,3,1,2499,"25326644",120,0,"start",50,0.5,NA,"random",397,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",305,2
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",313,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",318,3
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",324,3
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",346,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",350,5
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",354,3
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",356,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",367,2
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",370,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",398,4
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",402,2
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",403,4
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",409,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",421,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",422,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",435,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",472,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",514,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",529,1
1,1022,21,22,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",533,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",522,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",575,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",578,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",647,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",682,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",715,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",726,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",728,2
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",743,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",750,3
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",753,7
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",756,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",775,2
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",778,4
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",782,3
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",790,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",799,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",800,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",801,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",805,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",835,1
2,331,7,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",837,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",475,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",487,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",527,2
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",554,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",557,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",599,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",602,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",623,2
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",654,3
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",680,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",682,4
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",686,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",702,2
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",712,2
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",715,2
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",726,2
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",753,1
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",754,5
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",769,2
3,531,11,31,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",805,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",490,2
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",494,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",502,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",516,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",543,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",544,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",546,2
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",574,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",579,6
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",617,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",625,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",649,3
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",663,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",668,3
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",669,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",678,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",685,3
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",686,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",698,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",703,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",724,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",731,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",732,1
4,1319,27,19,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",760,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",680,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",689,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",719,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",735,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",756,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",779,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",816,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",820,2
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",821,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",824,2
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",827,2
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",837,2
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",844,8
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",859,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",879,4
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",891,2
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",912,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",921,1
5,2468,50,18,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",949,1
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",312,1
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",342,4
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",346,1
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",348,2
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",351,2
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",406,2
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",409,7
6,2141,43,41,1,2499,"25326644",120,40,"pre_fragmentation",50,0.5,NA,"random",430,1
