sim_id,master_seed,grid_size,fragmentation,ac_amount,habitat,niche_breadth,edge_effect,dispersal,dispersal_dist,step,step_label,samp_method,sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,species_id,n
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,359,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,383,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,393,4
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,396,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,406,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,413,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,415,3
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,433,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,448,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,478,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,497,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,499,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,504,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,525,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,526,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,548,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,551,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,566,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,577,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,608,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",1,38,1,38,1,257,622,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,359,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,380,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,393,6
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,396,3
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,406,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,413,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,433,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,445,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,448,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,454,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,459,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,475,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,480,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,497,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,504,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,509,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,525,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,533,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,541,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,548,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,551,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",2,39,1,39,1,257,564,1
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",3,40,1,40,1,257,359,2
4,116,50,0.2,0.3,0.15,0.1,1,1,2,40,"post_fragmentation","all",3,40,1,40,1,257,369,1
