sim_id,job_id,scenario_key,replicate_num,run_date,project_version,master_seed,ac_amount,fragmentation,habitat,niche_breadth,dispersal_type,dispersal_kernel,dispersal_ratio,dispersal_dist,edge_effect,status,state_file,sampled_files
"0056",26287006,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2","019",2026-08-18,"2.0",17,0.7,0.5,0.15,0.1,"short_long","exponential",1,2,1,"complete","output/model_states/0056_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r019.rds","output/sampled_data/0056_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r019_all.csv; output/sampled_data/0056_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r019_cb.csv; output/sampled_data/0056_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r019_rand.csv"
"0057",26287006,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2","019",2026-08-18,"2.0",18,0.7,0.8,0.15,0.1,"short_long","exponential",1,2,1,"complete","output/model_states/0057_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r019.rds","output/sampled_data/0057_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r019_all.csv; output/sampled_data/0057_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r019_cb.csv; output/sampled_data/0057_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r019_rand.csv"
"0058",26287006,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp2","020",2026-08-18,"2.0",19,0.7,0.2,0.15,0.1,"short_long","exponential",1,2,1,"complete","output/model_states/0058_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp2_r020.rds","output/sampled_data/0058_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp2_r020_all.csv; output/sampled_data/0058_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp2_r020_cb.csv; output/sampled_data/0058_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp2_r020_rand.csv"
"0059",26287006,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2","020",2026-08-18,"2.0",20,0.7,0.5,0.15,0.1,"short_long","exponential",1,2,1,"complete","output/model_states/0059_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r020.rds","output/sampled_data/0059_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r020_all.csv; output/sampled_data/0059_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r020_cb.csv; output/sampled_data/0059_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp2_r020_rand.csv"
"0060",26287006,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2","020",2026-08-18,"2.0",21,0.7,0.8,0.15,0.1,"short_long","exponential",1,2,1,"complete","output/model_states/0060_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r020.rds","output/sampled_data/0060_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r020_all.csv; output/sampled_data/0060_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r020_cb.csv; output/sampled_data/0060_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp2_r020_rand.csv"
"0061",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1","001",2026-08-22,"2.0",795,0.7,0.2,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0061_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r001.rds","output/sampled_data/0061_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r001_all.csv; output/sampled_data/0061_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r001_cb.csv; output/sampled_data/0061_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r001_rand.csv"
"0062",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1","001",2026-08-22,"2.0",796,0.7,0.5,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0062_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r001.rds","output/sampled_data/0062_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r001_all.csv; output/sampled_data/0062_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r001_cb.csv; output/sampled_data/0062_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r001_rand.csv"
"0063",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1","001",2026-08-22,"2.0",797,0.7,0.8,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0063_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r001.rds","output/sampled_data/0063_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r001_all.csv; output/sampled_data/0063_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r001_cb.csv; output/sampled_data/0063_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r001_rand.csv"
"0064",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4","001",2026-08-22,"2.0",798,0.7,0.2,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0064_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r001.rds","output/sampled_data/0064_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r001_all.csv; output/sampled_data/0064_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r001_cb.csv; output/sampled_data/0064_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r001_rand.csv"
"0065",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4","001",2026-08-22,"2.0",799,0.7,0.5,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0065_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r001.rds","output/sampled_data/0065_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r001_all.csv; output/sampled_data/0065_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r001_cb.csv; output/sampled_data/0065_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r001_rand.csv"
"0066",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4","001",2026-08-22,"2.0",800,0.7,0.8,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0066_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r001.rds","output/sampled_data/0066_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r001_all.csv; output/sampled_data/0066_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r001_cb.csv; output/sampled_data/0066_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r001_rand.csv"
"0067",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8","001",2026-08-22,"2.0",801,0.7,0.2,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0067_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r001.rds","output/sampled_data/0067_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r001_all.csv; output/sampled_data/0067_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r001_cb.csv; output/sampled_data/0067_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r001_rand.csv"
"0068",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8","001",2026-08-22,"2.0",802,0.7,0.5,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0068_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r001.rds","output/sampled_data/0068_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r001_all.csv; output/sampled_data/0068_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r001_cb.csv; output/sampled_data/0068_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r001_rand.csv"
"0069",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8","001",2026-08-22,"2.0",803,0.7,0.8,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0069_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r001.rds","output/sampled_data/0069_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r001_all.csv; output/sampled_data/0069_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r001_cb.csv; output/sampled_data/0069_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r001_rand.csv"
"0070",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1","002",2026-08-22,"2.0",804,0.7,0.2,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0070_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r002.rds","output/sampled_data/0070_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r002_all.csv; output/sampled_data/0070_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r002_cb.csv; output/sampled_data/0070_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r002_rand.csv"
"0071",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1","002",2026-08-22,"2.0",805,0.7,0.5,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0071_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r002.rds","output/sampled_data/0071_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r002_all.csv; output/sampled_data/0071_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r002_cb.csv; output/sampled_data/0071_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r002_rand.csv"
"0072",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1","002",2026-08-22,"2.0",806,0.7,0.8,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0072_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r002.rds","output/sampled_data/0072_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r002_all.csv; output/sampled_data/0072_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r002_cb.csv; output/sampled_data/0072_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r002_rand.csv"
"0073",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4","002",2026-08-22,"2.0",807,0.7,0.2,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0073_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r002.rds","output/sampled_data/0073_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r002_all.csv; output/sampled_data/0073_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r002_cb.csv; output/sampled_data/0073_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r002_rand.csv"
"0074",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4","002",2026-08-22,"2.0",808,0.7,0.5,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0074_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r002.rds","output/sampled_data/0074_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r002_all.csv; output/sampled_data/0074_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r002_cb.csv; output/sampled_data/0074_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r002_rand.csv"
"0075",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4","002",2026-08-22,"2.0",809,0.7,0.8,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0075_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r002.rds","output/sampled_data/0075_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r002_all.csv; output/sampled_data/0075_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r002_cb.csv; output/sampled_data/0075_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r002_rand.csv"
"0076",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8","002",2026-08-22,"2.0",810,0.7,0.2,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0076_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r002.rds","output/sampled_data/0076_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r002_all.csv; output/sampled_data/0076_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r002_cb.csv; output/sampled_data/0076_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r002_rand.csv"
"0077",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8","002",2026-08-22,"2.0",811,0.7,0.5,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0077_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r002.rds","output/sampled_data/0077_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r002_all.csv; output/sampled_data/0077_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r002_cb.csv; output/sampled_data/0077_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r002_rand.csv"
"0078",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8","002",2026-08-22,"2.0",812,0.7,0.8,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0078_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r002.rds","output/sampled_data/0078_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r002_all.csv; output/sampled_data/0078_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r002_cb.csv; output/sampled_data/0078_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r002_rand.csv"
"0079",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1","003",2026-08-22,"2.0",813,0.7,0.2,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0079_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r003.rds","output/sampled_data/0079_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r003_all.csv; output/sampled_data/0079_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r003_cb.csv; output/sampled_data/0079_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp1_r003_rand.csv"
"0080",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1","003",2026-08-22,"2.0",814,0.7,0.5,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0080_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r003.rds","output/sampled_data/0080_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r003_all.csv; output/sampled_data/0080_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r003_cb.csv; output/sampled_data/0080_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp1_r003_rand.csv"
"0081",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1","003",2026-08-22,"2.0",815,0.7,0.8,0.15,0.1,"short_long","exponential",1,1,1,"complete","output/model_states/0081_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r003.rds","output/sampled_data/0081_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r003_all.csv; output/sampled_data/0081_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r003_cb.csv; output/sampled_data/0081_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp1_r003_rand.csv"
"0082",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4","003",2026-08-22,"2.0",816,0.7,0.2,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0082_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r003.rds","output/sampled_data/0082_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r003_all.csv; output/sampled_data/0082_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r003_cb.csv; output/sampled_data/0082_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp4_r003_rand.csv"
"0083",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4","003",2026-08-22,"2.0",817,0.7,0.5,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0083_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r003.rds","output/sampled_data/0083_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r003_all.csv; output/sampled_data/0083_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r003_cb.csv; output/sampled_data/0083_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp4_r003_rand.csv"
"0084",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4","003",2026-08-22,"2.0",818,0.7,0.8,0.15,0.1,"short_long","exponential",1,4,1,"complete","output/model_states/0084_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r003.rds","output/sampled_data/0084_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r003_all.csv; output/sampled_data/0084_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r003_cb.csv; output/sampled_data/0084_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp4_r003_rand.csv"
"0085",26326794,"ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8","003",2026-08-22,"2.0",819,0.7,0.2,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0085_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r003.rds","output/sampled_data/0085_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r003_all.csv; output/sampled_data/0085_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r003_cb.csv; output/sampled_data/0085_ac0.7_hab0.15_frag0.2_edge1_nb0.1_disp8_r003_rand.csv"
"0086",26326794,"ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8","003",2026-08-22,"2.0",820,0.7,0.5,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0086_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r003.rds","output/sampled_data/0086_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r003_all.csv; output/sampled_data/0086_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r003_cb.csv; output/sampled_data/0086_ac0.7_hab0.15_frag0.5_edge1_nb0.1_disp8_r003_rand.csv"
"0087",26326794,"ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8","003",2026-08-22,"2.0",821,0.7,0.8,0.15,0.1,"short_long","exponential",1,8,1,"complete","output/model_states/0087_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r003.rds","output/sampled_data/0087_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r003_all.csv; output/sampled_data/0087_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r003_cb.csv; output/sampled_data/0087_ac0.7_hab0.15_frag0.8_edge1_nb0.1_disp8_r003_rand.csv"
