sim_id,job_id,scenario_key,replicate_num,run_date,project_version,master_seed,ac_amount,fragmentation,habitat,niche_breadth,dispersal_type,dispersal_kernel,dispersal_ratio,dispersal_dist,edge_effect,status,state_file,sampled_files
0001,recovered,ac0.1_hab0.15_frag0.2_edge1_disp2,001,2026-05-22,1.2,113,0.1,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0001_ac0.1_hab0.15_frag0.2_edge1_disp2_r001.rds,output/sampled_data/0001_ac0.1_hab0.15_frag0.2_edge1_disp2_r001_all.csv; output/sampled_data/0001_ac0.1_hab0.15_frag0.2_edge1_disp2_r001_cb.csv; output/sampled_data/0001_ac0.1_hab0.15_frag0.2_edge1_disp2_r001_rand.csv
0002,recovered,ac0.1_hab0.15_frag0.5_edge1_disp2,001,2026-05-22,1.2,114,0.1,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0002_ac0.1_hab0.15_frag0.5_edge1_disp2_r001.rds,output/sampled_data/0002_ac0.1_hab0.15_frag0.5_edge1_disp2_r001_all.csv; output/sampled_data/0002_ac0.1_hab0.15_frag0.5_edge1_disp2_r001_cb.csv; output/sampled_data/0002_ac0.1_hab0.15_frag0.5_edge1_disp2_r001_rand.csv
0003,recovered,ac0.1_hab0.15_frag0.8_edge1_disp2,001,2026-05-22,1.2,115,0.1,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0003_ac0.1_hab0.15_frag0.8_edge1_disp2_r001.rds,output/sampled_data/0003_ac0.1_hab0.15_frag0.8_edge1_disp2_r001_all.csv; output/sampled_data/0003_ac0.1_hab0.15_frag0.8_edge1_disp2_r001_cb.csv; output/sampled_data/0003_ac0.1_hab0.15_frag0.8_edge1_disp2_r001_rand.csv
0004,recovered,ac0.3_hab0.15_frag0.2_edge1_disp2,001,2026-05-22,1.2,116,0.3,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0004_ac0.3_hab0.15_frag0.2_edge1_disp2_r001.rds,output/sampled_data/0004_ac0.3_hab0.15_frag0.2_edge1_disp2_r001_all.csv; output/sampled_data/0004_ac0.3_hab0.15_frag0.2_edge1_disp2_r001_cb.csv; output/sampled_data/0004_ac0.3_hab0.15_frag0.2_edge1_disp2_r001_rand.csv
0005,recovered,ac0.3_hab0.15_frag0.5_edge1_disp2,001,2026-05-22,1.2,117,0.3,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0005_ac0.3_hab0.15_frag0.5_edge1_disp2_r001.rds,output/sampled_data/0005_ac0.3_hab0.15_frag0.5_edge1_disp2_r001_all.csv; output/sampled_data/0005_ac0.3_hab0.15_frag0.5_edge1_disp2_r001_cb.csv; output/sampled_data/0005_ac0.3_hab0.15_frag0.5_edge1_disp2_r001_rand.csv
0006,recovered,ac0.3_hab0.15_frag0.8_edge1_disp2,001,2026-05-22,1.2,118,0.3,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0006_ac0.3_hab0.15_frag0.8_edge1_disp2_r001.rds,output/sampled_data/0006_ac0.3_hab0.15_frag0.8_edge1_disp2_r001_all.csv; output/sampled_data/0006_ac0.3_hab0.15_frag0.8_edge1_disp2_r001_cb.csv; output/sampled_data/0006_ac0.3_hab0.15_frag0.8_edge1_disp2_r001_rand.csv
0007,recovered,ac0.5_hab0.15_frag0.2_edge1_disp2,001,2026-05-22,1.2,119,0.5,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0007_ac0.5_hab0.15_frag0.2_edge1_disp2_r001.rds,output/sampled_data/0007_ac0.5_hab0.15_frag0.2_edge1_disp2_r001_all.csv; output/sampled_data/0007_ac0.5_hab0.15_frag0.2_edge1_disp2_r001_cb.csv; output/sampled_data/0007_ac0.5_hab0.15_frag0.2_edge1_disp2_r001_rand.csv
0008,recovered,ac0.5_hab0.15_frag0.5_edge1_disp2,001,2026-05-22,1.2,120,0.5,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0008_ac0.5_hab0.15_frag0.5_edge1_disp2_r001.rds,output/sampled_data/0008_ac0.5_hab0.15_frag0.5_edge1_disp2_r001_all.csv; output/sampled_data/0008_ac0.5_hab0.15_frag0.5_edge1_disp2_r001_cb.csv; output/sampled_data/0008_ac0.5_hab0.15_frag0.5_edge1_disp2_r001_rand.csv
0009,recovered,ac0.5_hab0.15_frag0.8_edge1_disp2,001,2026-05-22,1.2,121,0.5,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0009_ac0.5_hab0.15_frag0.8_edge1_disp2_r001.rds,output/sampled_data/0009_ac0.5_hab0.15_frag0.8_edge1_disp2_r001_all.csv; output/sampled_data/0009_ac0.5_hab0.15_frag0.8_edge1_disp2_r001_cb.csv; output/sampled_data/0009_ac0.5_hab0.15_frag0.8_edge1_disp2_r001_rand.csv
0010,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,001,2026-05-22,1.2,122,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0010_ac0.7_hab0.15_frag0.2_edge1_disp2_r001.rds,output/sampled_data/0010_ac0.7_hab0.15_frag0.2_edge1_disp2_r001_all.csv; output/sampled_data/0010_ac0.7_hab0.15_frag0.2_edge1_disp2_r001_cb.csv; output/sampled_data/0010_ac0.7_hab0.15_frag0.2_edge1_disp2_r001_rand.csv
0011,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,001,2026-05-22,1.2,123,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0011_ac0.7_hab0.15_frag0.5_edge1_disp2_r001.rds,output/sampled_data/0011_ac0.7_hab0.15_frag0.5_edge1_disp2_r001_all.csv; output/sampled_data/0011_ac0.7_hab0.15_frag0.5_edge1_disp2_r001_cb.csv; output/sampled_data/0011_ac0.7_hab0.15_frag0.5_edge1_disp2_r001_rand.csv
0012,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,001,2026-05-22,1.2,124,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0012_ac0.7_hab0.15_frag0.8_edge1_disp2_r001.rds,output/sampled_data/0012_ac0.7_hab0.15_frag0.8_edge1_disp2_r001_all.csv; output/sampled_data/0012_ac0.7_hab0.15_frag0.8_edge1_disp2_r001_cb.csv; output/sampled_data/0012_ac0.7_hab0.15_frag0.8_edge1_disp2_r001_rand.csv
0013,recovered,ac0.9_hab0.15_frag0.2_edge1_disp2,001,2026-05-22,1.2,125,0.9,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0013_ac0.9_hab0.15_frag0.2_edge1_disp2_r001.rds,output/sampled_data/0013_ac0.9_hab0.15_frag0.2_edge1_disp2_r001_all.csv; output/sampled_data/0013_ac0.9_hab0.15_frag0.2_edge1_disp2_r001_cb.csv; output/sampled_data/0013_ac0.9_hab0.15_frag0.2_edge1_disp2_r001_rand.csv
0014,recovered,ac0.9_hab0.15_frag0.5_edge1_disp2,001,2026-05-22,1.2,126,0.9,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0014_ac0.9_hab0.15_frag0.5_edge1_disp2_r001.rds,output/sampled_data/0014_ac0.9_hab0.15_frag0.5_edge1_disp2_r001_all.csv; output/sampled_data/0014_ac0.9_hab0.15_frag0.5_edge1_disp2_r001_cb.csv; output/sampled_data/0014_ac0.9_hab0.15_frag0.5_edge1_disp2_r001_rand.csv
0015,recovered,ac0.9_hab0.15_frag0.8_edge1_disp2,001,2026-05-22,1.2,127,0.9,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0015_ac0.9_hab0.15_frag0.8_edge1_disp2_r001.rds,output/sampled_data/0015_ac0.9_hab0.15_frag0.8_edge1_disp2_r001_all.csv; output/sampled_data/0015_ac0.9_hab0.15_frag0.8_edge1_disp2_r001_cb.csv; output/sampled_data/0015_ac0.9_hab0.15_frag0.8_edge1_disp2_r001_rand.csv
0016,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,002,2026-05-22,1.2,870,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0016_ac0.7_hab0.15_frag0.2_edge1_disp2_r002.rds,output/sampled_data/0016_ac0.7_hab0.15_frag0.2_edge1_disp2_r002_all.csv; output/sampled_data/0016_ac0.7_hab0.15_frag0.2_edge1_disp2_r002_cb.csv; output/sampled_data/0016_ac0.7_hab0.15_frag0.2_edge1_disp2_r002_rand.csv
0017,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,002,2026-05-22,1.2,871,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0017_ac0.7_hab0.15_frag0.5_edge1_disp2_r002.rds,output/sampled_data/0017_ac0.7_hab0.15_frag0.5_edge1_disp2_r002_all.csv; output/sampled_data/0017_ac0.7_hab0.15_frag0.5_edge1_disp2_r002_cb.csv; output/sampled_data/0017_ac0.7_hab0.15_frag0.5_edge1_disp2_r002_rand.csv
0018,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,002,2026-05-22,1.2,872,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0018_ac0.7_hab0.15_frag0.8_edge1_disp2_r002.rds,output/sampled_data/0018_ac0.7_hab0.15_frag0.8_edge1_disp2_r002_all.csv; output/sampled_data/0018_ac0.7_hab0.15_frag0.8_edge1_disp2_r002_cb.csv; output/sampled_data/0018_ac0.7_hab0.15_frag0.8_edge1_disp2_r002_rand.csv
0019,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,003,2026-05-22,1.2,873,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0019_ac0.7_hab0.15_frag0.2_edge1_disp2_r003.rds,output/sampled_data/0019_ac0.7_hab0.15_frag0.2_edge1_disp2_r003_all.csv; output/sampled_data/0019_ac0.7_hab0.15_frag0.2_edge1_disp2_r003_cb.csv; output/sampled_data/0019_ac0.7_hab0.15_frag0.2_edge1_disp2_r003_rand.csv
0020,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,003,2026-05-22,1.2,874,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0020_ac0.7_hab0.15_frag0.5_edge1_disp2_r003.rds,output/sampled_data/0020_ac0.7_hab0.15_frag0.5_edge1_disp2_r003_all.csv; output/sampled_data/0020_ac0.7_hab0.15_frag0.5_edge1_disp2_r003_cb.csv; output/sampled_data/0020_ac0.7_hab0.15_frag0.5_edge1_disp2_r003_rand.csv
0021,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,003,2026-05-22,1.2,875,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0021_ac0.7_hab0.15_frag0.8_edge1_disp2_r003.rds,output/sampled_data/0021_ac0.7_hab0.15_frag0.8_edge1_disp2_r003_all.csv; output/sampled_data/0021_ac0.7_hab0.15_frag0.8_edge1_disp2_r003_cb.csv; output/sampled_data/0021_ac0.7_hab0.15_frag0.8_edge1_disp2_r003_rand.csv
0022,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,004,2026-05-22,1.2,876,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0022_ac0.7_hab0.15_frag0.2_edge1_disp2_r004.rds,output/sampled_data/0022_ac0.7_hab0.15_frag0.2_edge1_disp2_r004_all.csv; output/sampled_data/0022_ac0.7_hab0.15_frag0.2_edge1_disp2_r004_cb.csv; output/sampled_data/0022_ac0.7_hab0.15_frag0.2_edge1_disp2_r004_rand.csv
0023,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,004,2026-05-22,1.2,877,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0023_ac0.7_hab0.15_frag0.5_edge1_disp2_r004.rds,output/sampled_data/0023_ac0.7_hab0.15_frag0.5_edge1_disp2_r004_all.csv; output/sampled_data/0023_ac0.7_hab0.15_frag0.5_edge1_disp2_r004_cb.csv; output/sampled_data/0023_ac0.7_hab0.15_frag0.5_edge1_disp2_r004_rand.csv
0024,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,004,2026-05-22,1.2,878,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0024_ac0.7_hab0.15_frag0.8_edge1_disp2_r004.rds,output/sampled_data/0024_ac0.7_hab0.15_frag0.8_edge1_disp2_r004_all.csv; output/sampled_data/0024_ac0.7_hab0.15_frag0.8_edge1_disp2_r004_cb.csv; output/sampled_data/0024_ac0.7_hab0.15_frag0.8_edge1_disp2_r004_rand.csv
0025,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,005,2026-05-22,1.2,879,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0025_ac0.7_hab0.15_frag0.2_edge1_disp2_r005.rds,output/sampled_data/0025_ac0.7_hab0.15_frag0.2_edge1_disp2_r005_all.csv; output/sampled_data/0025_ac0.7_hab0.15_frag0.2_edge1_disp2_r005_cb.csv; output/sampled_data/0025_ac0.7_hab0.15_frag0.2_edge1_disp2_r005_rand.csv
0026,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,005,2026-05-22,1.2,880,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0026_ac0.7_hab0.15_frag0.5_edge1_disp2_r005.rds,output/sampled_data/0026_ac0.7_hab0.15_frag0.5_edge1_disp2_r005_all.csv; output/sampled_data/0026_ac0.7_hab0.15_frag0.5_edge1_disp2_r005_cb.csv; output/sampled_data/0026_ac0.7_hab0.15_frag0.5_edge1_disp2_r005_rand.csv
0027,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,005,2026-05-22,1.2,881,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0027_ac0.7_hab0.15_frag0.8_edge1_disp2_r005.rds,output/sampled_data/0027_ac0.7_hab0.15_frag0.8_edge1_disp2_r005_all.csv; output/sampled_data/0027_ac0.7_hab0.15_frag0.8_edge1_disp2_r005_cb.csv; output/sampled_data/0027_ac0.7_hab0.15_frag0.8_edge1_disp2_r005_rand.csv
0028,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,006,2026-05-22,1.2,882,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0028_ac0.7_hab0.15_frag0.2_edge1_disp2_r006.rds,output/sampled_data/0028_ac0.7_hab0.15_frag0.2_edge1_disp2_r006_all.csv; output/sampled_data/0028_ac0.7_hab0.15_frag0.2_edge1_disp2_r006_cb.csv; output/sampled_data/0028_ac0.7_hab0.15_frag0.2_edge1_disp2_r006_rand.csv
0029,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,006,2026-05-22,1.2,883,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0029_ac0.7_hab0.15_frag0.5_edge1_disp2_r006.rds,output/sampled_data/0029_ac0.7_hab0.15_frag0.5_edge1_disp2_r006_all.csv; output/sampled_data/0029_ac0.7_hab0.15_frag0.5_edge1_disp2_r006_cb.csv; output/sampled_data/0029_ac0.7_hab0.15_frag0.5_edge1_disp2_r006_rand.csv
0030,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,006,2026-05-22,1.2,884,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0030_ac0.7_hab0.15_frag0.8_edge1_disp2_r006.rds,output/sampled_data/0030_ac0.7_hab0.15_frag0.8_edge1_disp2_r006_all.csv; output/sampled_data/0030_ac0.7_hab0.15_frag0.8_edge1_disp2_r006_cb.csv; output/sampled_data/0030_ac0.7_hab0.15_frag0.8_edge1_disp2_r006_rand.csv
0031,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,007,2026-05-22,1.2,885,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0031_ac0.7_hab0.15_frag0.2_edge1_disp2_r007.rds,output/sampled_data/0031_ac0.7_hab0.15_frag0.2_edge1_disp2_r007_all.csv; output/sampled_data/0031_ac0.7_hab0.15_frag0.2_edge1_disp2_r007_cb.csv; output/sampled_data/0031_ac0.7_hab0.15_frag0.2_edge1_disp2_r007_rand.csv
0032,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,007,2026-05-22,1.2,886,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0032_ac0.7_hab0.15_frag0.5_edge1_disp2_r007.rds,output/sampled_data/0032_ac0.7_hab0.15_frag0.5_edge1_disp2_r007_all.csv; output/sampled_data/0032_ac0.7_hab0.15_frag0.5_edge1_disp2_r007_cb.csv; output/sampled_data/0032_ac0.7_hab0.15_frag0.5_edge1_disp2_r007_rand.csv
0033,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,007,2026-05-22,1.2,887,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0033_ac0.7_hab0.15_frag0.8_edge1_disp2_r007.rds,output/sampled_data/0033_ac0.7_hab0.15_frag0.8_edge1_disp2_r007_all.csv; output/sampled_data/0033_ac0.7_hab0.15_frag0.8_edge1_disp2_r007_cb.csv; output/sampled_data/0033_ac0.7_hab0.15_frag0.8_edge1_disp2_r007_rand.csv
0034,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,008,2026-05-22,1.2,888,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0034_ac0.7_hab0.15_frag0.2_edge1_disp2_r008.rds,output/sampled_data/0034_ac0.7_hab0.15_frag0.2_edge1_disp2_r008_all.csv; output/sampled_data/0034_ac0.7_hab0.15_frag0.2_edge1_disp2_r008_cb.csv; output/sampled_data/0034_ac0.7_hab0.15_frag0.2_edge1_disp2_r008_rand.csv
0035,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,008,2026-05-22,1.2,889,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0035_ac0.7_hab0.15_frag0.5_edge1_disp2_r008.rds,output/sampled_data/0035_ac0.7_hab0.15_frag0.5_edge1_disp2_r008_all.csv; output/sampled_data/0035_ac0.7_hab0.15_frag0.5_edge1_disp2_r008_cb.csv; output/sampled_data/0035_ac0.7_hab0.15_frag0.5_edge1_disp2_r008_rand.csv
0036,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,008,2026-05-22,1.2,890,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0036_ac0.7_hab0.15_frag0.8_edge1_disp2_r008.rds,output/sampled_data/0036_ac0.7_hab0.15_frag0.8_edge1_disp2_r008_all.csv; output/sampled_data/0036_ac0.7_hab0.15_frag0.8_edge1_disp2_r008_cb.csv; output/sampled_data/0036_ac0.7_hab0.15_frag0.8_edge1_disp2_r008_rand.csv
0037,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,009,2026-05-22,1.2,891,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0037_ac0.7_hab0.15_frag0.2_edge1_disp2_r009.rds,output/sampled_data/0037_ac0.7_hab0.15_frag0.2_edge1_disp2_r009_all.csv; output/sampled_data/0037_ac0.7_hab0.15_frag0.2_edge1_disp2_r009_cb.csv; output/sampled_data/0037_ac0.7_hab0.15_frag0.2_edge1_disp2_r009_rand.csv
0038,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,009,2026-05-22,1.2,892,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0038_ac0.7_hab0.15_frag0.5_edge1_disp2_r009.rds,output/sampled_data/0038_ac0.7_hab0.15_frag0.5_edge1_disp2_r009_all.csv; output/sampled_data/0038_ac0.7_hab0.15_frag0.5_edge1_disp2_r009_cb.csv; output/sampled_data/0038_ac0.7_hab0.15_frag0.5_edge1_disp2_r009_rand.csv
0039,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,009,2026-05-22,1.2,893,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0039_ac0.7_hab0.15_frag0.8_edge1_disp2_r009.rds,output/sampled_data/0039_ac0.7_hab0.15_frag0.8_edge1_disp2_r009_all.csv; output/sampled_data/0039_ac0.7_hab0.15_frag0.8_edge1_disp2_r009_cb.csv; output/sampled_data/0039_ac0.7_hab0.15_frag0.8_edge1_disp2_r009_rand.csv
0040,recovered,ac0.7_hab0.15_frag0.2_edge1_disp2,010,2026-05-22,1.2,894,0.7,0.2,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0040_ac0.7_hab0.15_frag0.2_edge1_disp2_r010.rds,output/sampled_data/0040_ac0.7_hab0.15_frag0.2_edge1_disp2_r010_all.csv; output/sampled_data/0040_ac0.7_hab0.15_frag0.2_edge1_disp2_r010_cb.csv; output/sampled_data/0040_ac0.7_hab0.15_frag0.2_edge1_disp2_r010_rand.csv
0041,recovered,ac0.7_hab0.15_frag0.5_edge1_disp2,010,2026-05-22,1.2,895,0.7,0.5,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0041_ac0.7_hab0.15_frag0.5_edge1_disp2_r010.rds,output/sampled_data/0041_ac0.7_hab0.15_frag0.5_edge1_disp2_r010_all.csv; output/sampled_data/0041_ac0.7_hab0.15_frag0.5_edge1_disp2_r010_cb.csv; output/sampled_data/0041_ac0.7_hab0.15_frag0.5_edge1_disp2_r010_rand.csv
0042,recovered,ac0.7_hab0.15_frag0.8_edge1_disp2,010,2026-05-22,1.2,896,0.7,0.8,0.15,0.1,short_long,exponential,1,2,1,complete,output/model_states/0042_ac0.7_hab0.15_frag0.8_edge1_disp2_r010.rds,output/sampled_data/0042_ac0.7_hab0.15_frag0.8_edge1_disp2_r010_all.csv; output/sampled_data/0042_ac0.7_hab0.15_frag0.8_edge1_disp2_r010_cb.csv; output/sampled_data/0042_ac0.7_hab0.15_frag0.8_edge1_disp2_r010_rand.csv
