sim_id,master_seed,grid_size,ac_amount,habitat,fragmentation,niche_breadth,edge_effect,dispersal,disp_dist,step,step_label,samp_method,sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,species_id,n
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",1,1,1,1,1,2499,260,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",2,2,1,2,1,2499,NA,NA
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",3,3,1,3,1,2499,329,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",4,4,1,4,1,2499,318,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",4,4,1,4,1,2499,371,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",5,5,1,5,1,2499,305,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",5,5,1,5,1,2499,403,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",6,6,1,6,1,2499,NA,NA
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",7,7,1,7,1,2499,583,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",7,7,1,7,1,2499,633,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",8,8,1,8,1,2499,702,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",9,9,1,9,1,2499,713,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",10,10,1,10,1,2499,664,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",10,10,1,10,1,2499,749,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",10,10,1,10,1,2499,753,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",11,11,1,11,1,2499,643,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",11,11,1,11,1,2499,774,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",11,11,1,11,1,2499,820,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",12,12,1,12,1,2499,641,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",13,13,1,13,1,2499,700,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",13,13,1,13,1,2499,802,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",14,14,1,14,1,2499,650,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",14,14,1,14,1,2499,678,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",14,14,1,14,1,2499,708,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",14,14,1,14,1,2499,779,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",14,14,1,14,1,2499,787,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",15,15,1,15,1,2499,654,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",15,15,1,15,1,2499,671,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",15,15,1,15,1,2499,681,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",15,15,1,15,1,2499,713,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",15,15,1,15,1,2499,814,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",16,16,1,16,1,2499,794,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",17,17,1,17,1,2499,749,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",17,17,1,17,1,2499,801,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",18,18,1,18,1,2499,745,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",19,19,1,19,1,2499,701,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",19,19,1,19,1,2499,703,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",19,19,1,19,1,2499,792,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",19,19,1,19,1,2499,821,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",19,19,1,19,1,2499,826,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",20,20,1,20,1,2499,807,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",20,20,1,20,1,2499,844,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",20,20,1,20,1,2499,858,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",21,21,1,21,1,2499,778,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",21,21,1,21,1,2499,845,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",22,22,1,22,1,2499,918,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",23,23,1,23,1,2499,845,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",23,23,1,23,1,2499,856,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",23,23,1,23,1,2499,937,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",24,24,1,24,1,2499,NA,NA
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",25,25,1,25,1,2499,930,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",25,25,1,25,1,2499,939,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",25,25,1,25,1,2499,947,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",25,25,1,25,1,2499,994,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",26,26,1,26,1,2499,936,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",26,26,1,26,1,2499,946,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",26,26,1,26,1,2499,963,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",27,27,1,27,1,2499,NA,NA
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",28,28,1,28,1,2499,931,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",29,29,1,29,1,2499,790,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",29,29,1,29,1,2499,834,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",29,29,1,29,1,2499,842,1
106,537,50,0.7,1,NA,0.1,1,1,5,0,"start","all",29,29,1,29,1,2499,936,1
