sim_id,master_seed,grid_size,ac_amount,habitat,fragmentation,niche_breadth,edge_effect,dispersal,disp_dist,step,step_label,samp_method,sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,species_id,n
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",1,64,2,14,1,2499,NA,NA
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",2,1340,27,40,1,2499,52,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",3,1260,26,10,1,2499,455,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",4,130,3,30,1,2499,797,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",4,130,3,30,1,2499,803,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",4,130,3,30,1,2499,832,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",4,130,3,30,1,2499,896,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",4,130,3,30,1,2499,906,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",4,130,3,30,1,2499,926,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",5,1059,22,9,1,2499,476,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",5,1059,22,9,1,2499,498,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",5,1059,22,9,1,2499,551,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",5,1059,22,9,1,2499,573,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",6,579,12,29,1,2499,770,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",6,579,12,29,1,2499,776,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",6,579,12,29,1,2499,797,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",7,1326,27,26,1,2499,NA,NA
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",8,901,19,1,1,2499,563,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",8,901,19,1,1,2499,656,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",8,901,19,1,1,2499,660,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",9,1930,39,30,1,2499,181,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",9,1930,39,30,1,2499,182,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",9,1930,39,30,1,2499,349,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",9,1930,39,30,1,2499,350,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",10,1238,25,38,1,2499,89,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",10,1238,25,38,1,2499,95,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",10,1238,25,38,1,2499,107,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",10,1238,25,38,1,2499,142,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",11,1653,34,3,1,2499,NA,NA
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",12,1989,40,39,1,2499,241,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",13,594,12,44,1,2499,626,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",13,594,12,44,1,2499,663,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",13,594,12,44,1,2499,741,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",14,645,13,45,1,2499,522,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",15,2386,48,36,1,2499,840,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",15,2386,48,36,1,2499,972,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",15,2386,48,36,1,2499,996,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",16,361,8,11,1,2499,478,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",16,361,8,11,1,2499,506,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",17,1664,34,14,1,2499,298,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",18,1461,30,11,1,2499,379,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",18,1461,30,11,1,2499,475,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",19,1148,23,48,1,2499,448,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",19,1148,23,48,1,2499,456,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",20,535,11,35,1,2499,781,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",20,535,11,35,1,2499,855,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",21,2119,43,19,1,2499,81,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",21,2119,43,19,1,2499,84,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",21,2119,43,19,1,2499,92,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",21,2119,43,19,1,2499,244,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",22,1816,37,16,1,2499,137,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",22,1816,37,16,1,2499,288,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",22,1816,37,16,1,2499,323,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",23,958,20,8,1,2499,NA,NA
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",24,1085,22,35,1,2499,NA,NA
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",25,920,19,20,1,2499,NA,NA
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",26,727,15,27,1,2499,499,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",26,727,15,27,1,2499,537,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",26,727,15,27,1,2499,602,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",27,2103,43,3,1,2499,144,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",27,2103,43,3,1,2499,188,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",27,2103,43,3,1,2499,278,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",28,2350,47,50,1,2499,284,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",28,2350,47,50,1,2499,315,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",28,2350,47,50,1,2499,331,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",29,841,17,41,1,2499,517,1
107,538,50,0.7,1,NA,0.1,1,1,5,0,"start","random",30,1162,24,12,1,2499,400,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,123,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,140,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,164,2
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,169,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,171,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,204,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,205,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,212,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,218,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,222,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,239,2
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,244,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,245,2
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,247,3
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,254,2
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,255,3
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,261,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,271,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,277,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,284,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,286,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,291,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,304,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,308,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,314,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,315,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,317,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,338,1
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,368,2
107,538,50,0.7,1,NA,0.1,1,1,5,40,"pre_fragmentation","random",1,1416,29,16,1,2499,376,1
