sim_id,master_seed,grid_size,ac_amount,habitat,fragmentation,niche_breadth,edge_effect,dispersal,disp_dist,step,step_label,samp_method,sample_id,cell_id,x_loc,y_loc,patch_id,patch_size,species_id,n
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",1,280,6,30,1,2499,NA,NA
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",2,855,18,5,1,2499,NA,NA
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",3,1838,37,38,1,2499,518,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",4,2104,43,4,1,2499,487,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",4,2104,43,4,1,2499,603,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",5,1258,26,8,1,2499,NA,NA
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",6,1267,26,17,1,2499,72,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",6,1267,26,17,1,2499,81,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",6,1267,26,17,1,2499,117,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",7,1706,35,6,1,2499,497,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",8,1047,21,47,1,2499,20,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",8,1047,21,47,1,2499,192,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",9,2124,43,24,1,2499,428,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",10,2065,42,15,1,2499,NA,NA
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",11,105,3,5,1,2499,492,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",11,105,3,5,1,2499,589,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",12,1271,26,21,1,2499,7,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",13,1808,37,8,1,2499,509,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",14,1347,27,47,1,2499,13,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",14,1347,27,47,1,2499,14,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",14,1347,27,47,1,2499,112,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",15,2258,46,8,1,2499,351,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",15,2258,46,8,1,2499,424,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",16,364,8,14,1,2499,333,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",17,666,14,16,1,2499,256,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",17,666,14,16,1,2499,345,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",18,2435,49,35,1,2499,544,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",18,2435,49,35,1,2499,567,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",18,2435,49,35,1,2499,588,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",18,2435,49,35,1,2499,598,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",18,2435,49,35,1,2499,658,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",19,2270,46,20,1,2499,574,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",20,1772,36,22,1,2499,305,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",20,1772,36,22,1,2499,388,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",20,1772,36,22,1,2499,396,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",21,510,11,10,1,2499,277,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",22,738,15,38,1,2499,514,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",23,544,11,44,1,2499,653,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",23,544,11,44,1,2499,698,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",24,1521,31,21,1,2499,71,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",24,1521,31,21,1,2499,75,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",24,1521,31,21,1,2499,77,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",24,1521,31,21,1,2499,150,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",25,109,3,9,1,2499,567,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,703,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,783,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,798,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,803,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,808,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,819,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,871,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",26,391,8,41,1,2499,872,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",27,2321,47,21,1,2499,417,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,686,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,727,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,734,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,738,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,805,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,837,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,842,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,864,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,873,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",28,2446,49,46,1,2499,883,1
87,160,50,0.7,1,NA,0.1,0.5,1,2,0,"start","random",29,1351,28,1,1,2499,95,1
